7450-617633
OS REV: 1.05 Sensor Cal: 1582212504
Time (sec),  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1653643140,+3.44,+13.126, +9.521,+0.981
1653643440,+3.44,+13.100, +9.538,+0.982
1653643740,+3.44,+13.082, +9.529,+0.981
1653644040,+3.44,+13.047, +9.537,+0.981
1653644340,+3.44,+13.047, +9.525,+0.981
1653644640,+3.44,+13.038, +9.526,+0.981
1653644940,+3.44,+12.994, +9.555,+0.982
1653645240,+3.44,+12.994, +9.543,+0.981
1653645540,+3.44,+12.951, +9.565,+0.982
1653645840,+3.44,+12.951, +9.549,+0.981
1653646140,+3.44,+12.907, +9.562,+0.982
1653646440,+3.44,+12.889, +9.559,+0.981
1653646740,+3.44,+12.889, +9.553,+0.981
1653647040,+3.44,+12.889, +9.559,+0.982
1653647340,+3.44,+12.854, +9.567,+0.982
1653647640,+3.44,+12.863, +9.547,+0.981
1653647940,+3.44,+12.845, +9.562,+0.982
1653648240,+3.44,+12.819, +9.552,+0.981
1653648540,+3.44,+12.810, +9.553,+0.981
1653648840,+3.44,+12.792, +9.551,+0.981
1653649140,+3.44,+12.774, +9.557,+0.981
1653649440,+3.44,+12.757, +9.562,+0.981
1653649740,+3.44,+12.739, +9.549,+0.981
1653650040,+3.44,+12.651, +9.582,+0.982
1653650340,+3.44,+12.678, +9.575,+0.981
1653650640,+3.44,+12.536, +9.582,+0.981
1653650940,+3.44,+12.536, +9.605,+0.982
1653651240,+3.44,+12.536, +9.590,+0.981
1653651540,+3.44,+12.501, +9.610,+0.982
1653651840,+3.44,+12.474, +9.605,+0.981
1653652140,+3.44,+12.483, +9.609,+0.981
1653652440,+3.44,+12.448, +9.605,+0.981
1653652740,+3.44,+12.430, +9.618,+0.982
1653653040,+3.44,+12.395, +9.613,+0.981
1653653340,+3.44,+12.457, +9.598,+0.980
1653653640,+3.44,+12.580, +9.592,+0.981
1653653940,+3.44,+12.616, +9.594,+0.981
1653654240,+3.44,+12.607, +9.568,+0.980
1653654540,+3.44,+12.642, +9.557,+0.980
1653654840,+3.44,+12.739, +9.542,+0.980
1653655140,+3.44,+12.792, +9.520,+0.979
1653655440,+3.44,+12.783, +9.526,+0.979
1653655740,+3.44,+12.810, +9.508,+0.978
1653656040,+3.44,+12.757, +9.542,+0.979
1653656340,+3.44,+12.713, +9.530,+0.979
1653656640,+3.44,+12.774, +9.527,+0.978
1653656940,+3.44,+12.836, +9.524,+0.978
1653657240,+3.44,+12.889, +9.510,+0.979
1653657540,+3.44,+12.836, +9.516,+0.979
1653657840,+3.44,+12.827, +9.534,+0.980
1653658140,+3.44,+12.783, +9.532,+0.979
1653658440,+3.44,+12.589, +9.662,+0.979
1653658740,+3.44,+14.873, +8.970,+0.978
1653659040,+3.43,+15.689, +8.798,+0.982
1653659340,+3.44,+15.749, +8.817,+0.980
1653659640,+3.44,+15.757, +8.841,+0.980
1653659940,+3.44,+15.988, +8.826,+0.978
1653660240,+3.44,+16.252, +8.788,+0.979
1653660540,+3.43,+16.720, +8.658,+0.980
1653660840,+3.44,+16.363, +8.794,+0.980
1653661140,+3.43,+16.474, +8.777,+0.979
1653661440,+3.43,+16.762, +8.757,+0.979
1653661740,+3.44,+17.042, +8.722,+0.979
1653662040,+3.43,+17.296, +8.563,+0.980
1653662340,+3.43,+17.643, +8.493,+0.980
1653662640,+3.43,+17.770, +8.487,+0.981
1653662940,+3.43,+17.846, +8.473,+0.981
1653663240,+3.44,+17.989, +8.453,+0.980
1653663540,+3.43,+19.174, +8.257,+0.963
