7450-631150
OS REV: 1.05 Sensor Cal: 1582214720
Time (sec),  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1653626460,+3.47,+14.536, +9.320,+0.987
1653626760,+3.47,+14.476, +9.335,+0.987
1653627060,+3.48,+14.398, +9.340,+0.987
1653627360,+3.48,+14.268, +9.353,+0.987
1653627660,+3.48,+14.268, +9.363,+0.987
1653627960,+3.48,+14.277, +9.363,+0.987
1653628260,+3.48,+14.277, +9.363,+0.987
1653628560,+3.48,+14.372, +9.336,+0.987
1653628860,+3.48,+14.355, +9.341,+0.987
1653629160,+3.48,+14.355, +9.333,+0.987
1653629460,+3.48,+14.329, +9.339,+0.987
1653629760,+3.47,+14.320, +9.327,+0.986
1653630060,+3.48,+14.225, +9.350,+0.987
1653630360,+3.48,+14.199, +9.359,+0.987
1653630660,+3.48,+14.155, +9.357,+0.987
1653630960,+3.48,+14.121, +9.367,+0.987
1653631260,+3.48,+14.095, +9.363,+0.987
1653631560,+3.48,+14.069, +9.371,+0.987
1653631860,+3.48,+14.025, +9.371,+0.987
1653632160,+3.48,+13.895, +9.395,+0.987
1653632460,+3.48,+13.869, +9.395,+0.987
1653632760,+3.48,+13.834, +9.401,+0.987
1653633060,+3.48,+13.860, +9.397,+0.987
1653633360,+3.48,+13.877, +9.394,+0.987
1653633660,+3.48,+13.860, +9.391,+0.987
1653633960,+3.48,+13.834, +9.390,+0.987
1653634260,+3.48,+13.747, +9.413,+0.987
1653634560,+3.48,+13.738, +9.416,+0.988
1653634860,+3.48,+13.712, +9.407,+0.987
1653635160,+3.48,+13.695, +9.410,+0.987
1653635460,+3.48,+13.668, +9.418,+0.987
1653635760,+3.48,+13.651, +9.417,+0.987
1653636060,+3.48,+13.625, +9.422,+0.987
1653636360,+3.48,+13.590, +9.423,+0.987
1653636660,+3.48,+13.555, +9.425,+0.987
1653636960,+3.48,+13.529, +9.428,+0.987
1653637260,+3.47,+13.503, +9.434,+0.987
1653637560,+3.47,+13.468, +9.437,+0.987
1653637860,+3.47,+13.424, +9.454,+0.988
1653638160,+3.47,+13.363, +9.457,+0.987
1653638460,+3.47,+13.354, +9.460,+0.987
1653638760,+3.47,+13.293, +9.483,+0.988
1653639060,+3.47,+13.275, +9.475,+0.987
1653639360,+3.47,+13.249, +9.478,+0.987
1653639660,+3.47,+13.249, +9.472,+0.987
1653639960,+3.47,+13.231, +9.486,+0.987
1653640260,+3.47,+13.249, +9.483,+0.987
1653640560,+3.47,+13.240, +9.477,+0.987
1653640860,+3.47,+13.214, +9.477,+0.987
1653641160,+3.47,+13.214, +9.481,+0.987
1653641460,+3.47,+13.205, +9.474,+0.987
1653641760,+3.47,+13.214, +9.472,+0.987
1653642060,+3.47,+13.205, +9.477,+0.987
1653642360,+3.47,+13.205, +9.468,+0.987
1653642660,+3.47,+13.170, +9.477,+0.987
1653642960,+3.47,+13.170, +9.473,+0.987
1653643260,+3.47,+13.153, +9.480,+0.987
1653643560,+3.47,+13.135, +9.482,+0.987
1653643860,+3.47,+13.109, +9.476,+0.986
1653644160,+3.47,+13.065, +9.506,+0.988
1653644460,+3.47,+13.056, +9.492,+0.986
1653644760,+3.47,+13.039, +9.493,+0.987
1653645060,+3.47,+13.021, +9.498,+0.987
1653645360,+3.47,+13.003, +9.498,+0.987
1653645660,+3.47,+12.959, +9.501,+0.986
1653645960,+3.47,+12.924, +9.518,+0.987
1653646260,+3.47,+12.916, +9.505,+0.986
1653646560,+3.47,+12.916, +9.512,+0.987
1653646860,+3.47,+12.907, +9.525,+0.987
1653647160,+3.47,+12.880, +9.517,+0.987
1653647460,+3.47,+12.872, +9.515,+0.987
1653647760,+3.47,+12.872, +9.512,+0.987
1653648060,+3.47,+12.845, +9.516,+0.986
1653648360,+3.47,+12.819, +9.518,+0.986
1653648660,+3.47,+12.810, +9.531,+0.987
1653648960,+3.47,+12.792, +9.529,+0.987
1653649260,+3.47,+12.784, +9.524,+0.987
1653649560,+3.47,+12.766, +9.530,+0.987
1653649860,+3.47,+12.731, +9.518,+0.986
1653650160,+3.47,+12.643, +9.538,+0.986
1653650460,+3.47,+12.651, +9.546,+0.987
1653650760,+3.47,+12.563, +9.562,+0.987
1653651060,+3.47,+12.528, +9.559,+0.986
1653651360,+3.47,+12.501, +9.571,+0.987
1653651660,+3.47,+12.510, +9.560,+0.987
1653651960,+3.47,+12.475, +9.584,+0.987
1653652260,+3.47,+12.484, +9.571,+0.987
1653652560,+3.47,+12.413, +9.581,+0.986
1653652860,+3.47,+12.413, +9.583,+0.987
1653653160,+3.47,+12.404, +9.583,+0.986
1653653460,+3.47,+12.554, +9.535,+0.986
1653653760,+3.47,+12.598, +9.537,+0.986
1653654060,+3.47,+12.660, +9.505,+0.986
1653654360,+3.47,+12.616, +9.523,+0.986
1653654660,+3.47,+12.687, +9.509,+0.986
1653654960,+3.47,+12.792, +9.475,+0.985
1653655260,+3.47,+12.810, +9.469,+0.985
1653655560,+3.47,+12.872, +9.459,+0.985
1653655860,+3.47,+12.880, +9.464,+0.985
1653656160,+3.47,+12.863, +9.470,+0.986
1653656460,+3.47,+12.872, +9.456,+0.984
1653656760,+3.47,+12.933, +9.428,+0.984
1653657060,+3.47,+12.986, +9.430,+0.984
1653657360,+3.47,+13.003, +9.420,+0.985
1653657660,+3.47,+12.942, +9.438,+0.985
1653657960,+3.47,+12.880, +9.459,+0.985
1653658260,+3.47,+12.836, +9.449,+0.985
1653658560,+3.47,+12.634, +9.468,+0.986
1653658860,+3.47,+15.002, +8.812,+0.984
1653659160,+3.46,+18.737, +8.042,+0.983
1653659460,+3.47,+19.190, +8.031,+0.984
1653659760,+3.46,+18.863, +8.127,+0.985
1653660060,+3.46,+18.526, +8.195,+0.985
1653660360,+3.47,+17.996, +8.404,+0.984
